mun_code,mun_name,year,net_income_pc,net_income_hh,net_income_equiv,median_income_equiv,gross_income_pc,gross_income_hh
31169,Milagro,2019,10566,30812,NA,NA,NA,NA
31169,Milagro,2018,10236,29402,NA,NA,NA,NA
31169,Milagro,2017,9757,28059,NA,NA,NA,NA
31169,Milagro,2016,9658,29136,NA,NA,NA,NA
31169,Milagro,2015,10024,29495,NA,NA,NA,NA
31170,Mirafuentes,2022,17221,35631,NA,NA,20430,42270
31170,Mirafuentes,2021,15444,38614,NA,NA,19427,48570
31170,Mirafuentes,2020,13245,28139,NA,NA,NA,NA
31170,Mirafuentes,2019,NA,NA,NA,NA,NA,NA
31170,Mirafuentes,2018,NA,NA,NA,NA,NA,NA
31170,Mirafuentes,2017,NA,NA,NA,NA,NA,NA
31170,Mirafuentes,2016,NA,NA,NA,NA,NA,NA
31170,Mirafuentes,2015,NA,NA,NA,NA,NA,NA
31171,Miranda de Arga,2022,14622,35708,21040,18694,17579,42930
31171,Miranda de Arga,2021,13851,33280,19920,17559,16679,40074
31171,Miranda de Arga,2020,13105,32600,NA,NA,NA,NA
31171,Miranda de Arga,2019,NA,NA,NA,NA,NA,NA
31171,Miranda de Arga,2018,NA,NA,NA,NA,NA,NA
31171,Miranda de Arga,2017,NA,NA,NA,NA,NA,NA
31171,Miranda de Arga,2016,12904,31172,NA,NA,NA,NA
31171,Miranda de Arga,2015,12300,29464,NA,NA,NA,NA
31172,Monreal/Elo,2022,18354,47260,27548,24558,23854,61424
31172,Monreal/Elo,2021,17413,44341,25865,22940,22010,56047
31172,Monreal/Elo,2020,15852,38224,NA,NA,NA,NA
31172,Monreal/Elo,2019,NA,NA,NA,NA,NA,NA
31172,Monreal/Elo,2018,NA,NA,NA,NA,NA,NA
31172,Monreal/Elo,2017,NA,NA,NA,NA,NA,NA
31172,Monreal/Elo,2016,14790,37172,NA,NA,NA,NA
31172,Monreal/Elo,2015,14315,35788,NA,NA,NA,NA
31173,Monteagudo,2022,12451,28468,17850,17580,14751,33726
31173,Monteagudo,2021,11901,27915,17215,16904,14144,33177
31173,Monteagudo,2020,10943,28020,NA,NA,NA,NA
31173,Monteagudo,2019,NA,NA,NA,NA,NA,NA
31173,Monteagudo,2018,NA,NA,NA,NA,NA,NA
31173,Monteagudo,2017,NA,NA,NA,NA,NA,NA
31173,Monteagudo,2016,10982,28107,NA,NA,NA,NA
31173,Monteagudo,2015,11080,28009,NA,NA,NA,NA
31174,Morentin,2022,15594,32922,21783,21167,18754,39591
31174,Morentin,2021,14245,30640,20070,18158,16949,36455
31174,Morentin,2020,13471,32330,NA,NA,NA,NA
31174,Morentin,2019,NA,NA,NA,NA,NA,NA
31174,Morentin,2018,NA,NA,NA,NA,NA,NA
31174,Morentin,2017,NA,NA,NA,NA,NA,NA
31174,Morentin,2016,11383,26632,NA,NA,NA,NA
31174,Morentin,2015,12150,27389,NA,NA,NA,NA
31175,Mues,2022,17221,35631,NA,NA,20430,42270
31175,Mues,2021,15444,38614,NA,NA,19427,48570
31175,Mues,2020,13245,28139,NA,NA,NA,NA
31175,Mues,2019,NA,NA,NA,NA,NA,NA
31175,Mues,2018,NA,NA,NA,NA,NA,NA
31175,Mues,2017,NA,NA,NA,NA,NA,NA
31175,Mues,2016,NA,NA,NA,NA,NA,NA
31175,Mues,2015,NA,NA,NA,NA,NA,NA
31176,Murchante,2022,13571,36752,20326,18297,15856,42939
31176,Murchante,2021,12519,33372,18809,16833,14812,39487
31176,Murchante,2020,10964,29456,NA,NA,NA,NA
31176,Murchante,2019,10772,29213,NA,NA,NA,NA
31176,Murchante,2018,10233,28141,NA,NA,NA,NA
31176,Murchante,2017,9901,26681,NA,NA,NA,NA
31176,Murchante,2016,9898,26497,NA,NA,NA,NA
31176,Murchante,2015,9973,26482,NA,NA,NA,NA
31177,Murieta,2022,12895,28953,18007,18635,15368,34508
31177,Murieta,2021,12504,28001,17548,17160,15036,33671
31177,Murieta,2020,13964,32738,NA,NA,NA,NA
31177,Murieta,2019,NA,NA,NA,NA,NA,NA
31177,Murieta,2018,NA,NA,NA,NA,NA,NA
31177,Murieta,2017,NA,NA,NA,NA,NA,NA
31177,Murieta,2016,12081,27078,NA,NA,NA,NA
31177,Murieta,2015,12700,28751,NA,NA,NA,NA
31178,Murillo el Cuende,2022,12832,33906,19264,18425,14971,39557
31178,Murillo el Cuende,2021,12106,31109,18040,18070,14223,36549
31178,Murillo el Cuende,2020,12046,31136,NA,NA,NA,NA
31178,Murillo el Cuende,2019,NA,NA,NA,NA,NA,NA
31178,Murillo el Cuende,2018,NA,NA,NA,NA,NA,NA
31178,Murillo el Cuende,2017,NA,NA,NA,NA,NA,NA
31178,Murillo el Cuende,2016,10935,29598,NA,NA,NA,NA
31178,Murillo el Cuende,2015,11004,29542,NA,NA,NA,NA
31179,Murillo el Fruto,2022,14341,37494,21006,16322,16427,42947
31179,Murillo el Fruto,2021,14025,36508,20758,14557,15883,41346
31179,Murillo el Fruto,2020,12046,31136,NA,NA,NA,NA
31179,Murillo el Fruto,2019,NA,NA,NA,NA,NA,NA
31179,Murillo el Fruto,2018,NA,NA,NA,NA,NA,NA
31179,Murillo el Fruto,2017,NA,NA,NA,NA,NA,NA
31179,Murillo el Fruto,2016,10110,25318,NA,NA,NA,NA
31179,Murillo el Fruto,2015,10480,26351,NA,NA,NA,NA
31180,Muruzábal,2022,23622,55044,33241,25533,31517,73441
31180,Muruzábal,2021,19945,46929,28240,23670,26548,62467
31180,Muruzábal,2020,13884,35288,NA,NA,NA,NA
31180,Muruzábal,2019,NA,NA,NA,NA,NA,NA
31180,Muruzábal,2018,NA,NA,NA,NA,NA,NA
31180,Muruzábal,2017,NA,NA,NA,NA,NA,NA
31180,Muruzábal,2016,15289,37277,NA,NA,NA,NA
31180,Muruzábal,2015,15998,40170,NA,NA,NA,NA
31181,Navascués/Nabaskoze,2022,22808,32139,27371,27054,28250,39807
31181,Navascués/Nabaskoze,2021,21085,31007,25303,25672,26195,38521
31181,Navascués/Nabaskoze,2020,16064,35040,NA,NA,NA,NA
31181,Navascués/Nabaskoze,2019,NA,NA,NA,NA,NA,NA
31181,Navascués/Nabaskoze,2018,NA,NA,NA,NA,NA,NA
31181,Navascués/Nabaskoze,2017,NA,NA,NA,NA,NA,NA
31181,Navascués/Nabaskoze,2016,17390,29903,NA,NA,NA,NA
31181,Navascués/Nabaskoze,2015,17935,30239,NA,NA,NA,NA
31182,Nazar,2022,17221,35631,NA,NA,20430,42270
31182,Nazar,2021,15444,38614,NA,NA,19427,48570
31182,Nazar,2020,13245,28139,NA,NA,NA,NA
31182,Nazar,2019,NA,NA,NA,NA,NA,NA
31182,Nazar,2018,NA,NA,NA,NA,NA,NA
31182,Nazar,2017,NA,NA,NA,NA,NA,NA
31182,Nazar,2016,NA,NA,NA,NA,NA,NA
31182,Nazar,2015,NA,NA,NA,NA,NA,NA
31183,Obanos,2022,17592,44805,26110,23750,21950,55906
31183,Obanos,2021,16211,41700,24119,22572,20273,52144
31183,Obanos,2020,13884,35288,NA,NA,NA,NA
31183,Obanos,2019,NA,NA,NA,NA,NA,NA
31183,Obanos,2018,NA,NA,NA,NA,NA,NA
31183,Obanos,2017,NA,NA,NA,NA,NA,NA
31183,Obanos,2016,13880,35879,NA,NA,NA,NA
31183,Obanos,2015,14301,38375,NA,NA,NA,NA
31184,Oco,2022,17221,35631,NA,NA,20430,42270
31184,Oco,2021,15444,38614,NA,NA,19427,48570
31184,Oco,2020,13964,32738,NA,NA,NA,NA
31184,Oco,2019,NA,NA,NA,NA,NA,NA
31184,Oco,2018,NA,NA,NA,NA,NA,NA
31184,Oco,2017,NA,NA,NA,NA,NA,NA
31184,Oco,2016,NA,NA,NA,NA,NA,NA
31184,Oco,2015,NA,NA,NA,NA,NA,NA
31185,Ochagavía/Otsagabia,2022,19857,46396,29560,24305,23555,55035
31185,Ochagavía/Otsagabia,2021,18448,44274,27465,24128,21692,52060
31185,Ochagavía/Otsagabia,2020,16064,35040,NA,NA,NA,NA
31185,Ochagavía/Otsagabia,2019,NA,NA,NA,NA,NA,NA
31185,Ochagavía/Otsagabia,2018,NA,NA,NA,NA,NA,NA
31185,Ochagavía/Otsagabia,2017,NA,NA,NA,NA,NA,NA
31185,Ochagavía/Otsagabia,2016,15288,40151,NA,NA,NA,NA
31185,Ochagavía/Otsagabia,2015,13622,35311,NA,NA,NA,NA
31186,Odieta,2022,17334,44403,26195,21902,20698,53022
31186,Odieta,2021,16622,42364,25115,22804,19920,50767
31186,Odieta,2020,14880,38400,NA,NA,NA,NA
31186,Odieta,2019,NA,NA,NA,NA,NA,NA
31186,Odieta,2018,NA,NA,NA,NA,NA,NA
31186,Odieta,2017,NA,NA,NA,NA,NA,NA
31186,Odieta,2016,13497,35431,NA,NA,NA,NA
31186,Odieta,2015,13068,35469,NA,NA,NA,NA
31187,Oiz,2022,14744,35806,21350,20697,17563,42652
31187,Oiz,2021,14348,34653,20466,20311,17044,41162
31187,Oiz,2020,13348,35490,NA,NA,NA,NA
31187,Oiz,2019,NA,NA,NA,NA,NA,NA
31187,Oiz,2018,NA,NA,NA,NA,NA,NA
31187,Oiz,2017,NA,NA,NA,NA,NA,NA
31187,Oiz,2016,12840,30966,NA,NA,NA,NA
31187,Oiz,2015,12156,30721,NA,NA,NA,NA
31188,Olaibar,2022,15584,47042,23592,22372,19647,59305
31188,Olaibar,2021,13854,41837,21087,20360,18487,55827
31188,Olaibar,2020,15366,41498,NA,NA,NA,NA
31188,Olaibar,2019,NA,NA,NA,NA,NA,NA
31188,Olaibar,2018,NA,NA,NA,NA,NA,NA
31188,Olaibar,2017,NA,NA,NA,NA,NA,NA
31188,Olaibar,2016,11961,35760,NA,NA,NA,NA
31188,Olaibar,2015,11797,33487,NA,NA,NA,NA
31189,Olazti/Olazagutía,2022,14910,36644,21695,20861,17599,43254
31189,Olazti/Olazagutía,2021,13970,34749,20459,19402,16564,41202
31189,Olazti/Olazagutía,2020,13754,33996,NA,NA,NA,NA
31189,Olazti/Olazagutía,2019,NA,NA,NA,NA,NA,NA
31189,Olazti/Olazagutía,2018,NA,NA,NA,NA,NA,NA
31189,Olazti/Olazagutía,2017,NA,NA,NA,NA,NA,NA
31189,Olazti/Olazagutía,2016,12253,30967,NA,NA,NA,NA
31189,Olazti/Olazagutía,2015,12564,31830,NA,NA,NA,NA
31190,Olejua,2022,17221,35631,NA,NA,20430,42270
31190,Olejua,2021,15444,38614,NA,NA,19427,48570
31190,Olejua,2020,13471,32330,NA,NA,NA,NA
31190,Olejua,2019,NA,NA,NA,NA,NA,NA
31190,Olejua,2018,NA,NA,NA,NA,NA,NA
31190,Olejua,2017,NA,NA,NA,NA,NA,NA
31190,Olejua,2016,NA,NA,NA,NA,NA,NA
31190,Olejua,2015,NA,NA,NA,NA,NA,NA
31191,Olite/Erriberri,2022,15469,38227,22771,21251,18839,46555
31191,Olite/Erriberri,2021,14618,35760,21502,20072,17818,43590
31191,Olite/Erriberri,2020,13307,32838,NA,NA,NA,NA
31191,Olite/Erriberri,2019,13472,33286,NA,NA,NA,NA
31191,Olite/Erriberri,2018,13112,32660,NA,NA,NA,NA
31191,Olite/Erriberri,2017,12411,30863,NA,NA,NA,NA
31191,Olite/Erriberri,2016,12199,30337,NA,NA,NA,NA
31191,Olite/Erriberri,2015,12651,31352,NA,NA,NA,NA
31192,Olóriz/Oloritz,2022,21739,54471,32564,29009,26625,66717
31192,Olóriz/Oloritz,2021,22051,55389,32512,27610,26513,66597
31192,Olóriz/Oloritz,2020,14628,35436,NA,NA,NA,NA
31192,Olóriz/Oloritz,2019,NA,NA,NA,NA,NA,NA
31192,Olóriz/Oloritz,2018,NA,NA,NA,NA,NA,NA
31192,Olóriz/Oloritz,2017,NA,NA,NA,NA,NA,NA
31192,Olóriz/Oloritz,2016,15752,40002,NA,NA,NA,NA
31192,Olóriz/Oloritz,2015,15586,39876,NA,NA,NA,NA
31193,Cendea de Olza/Oltza Zendea,2022,18214,48949,27421,25123,22786,61236
31193,Cendea de Olza/Oltza Zendea,2021,17028,46121,25846,23561,21362,57860
31193,Cendea de Olza/Oltza Zendea,2020,14078,37393,NA,NA,NA,NA
31193,Cendea de Olza/Oltza Zendea,2019,NA,NA,NA,NA,NA,NA
31193,Cendea de Olza/Oltza Zendea,2018,NA,NA,NA,NA,NA,NA
31193,Cendea de Olza/Oltza Zendea,2017,NA,NA,NA,NA,NA,NA
31193,Cendea de Olza/Oltza Zendea,2016,13969,39309,NA,NA,NA,NA
31193,Cendea de Olza/Oltza Zendea,2015,14180,39433,NA,NA,NA,NA
31194,Valle de Ollo/Ollaran,2022,17149,42042,25535,22794,21099,51726
31194,Valle de Ollo/Ollaran,2021,16784,41431,24872,23058,20892,51574
31194,Valle de Ollo/Ollaran,2020,15366,41498,NA,NA,NA,NA
31194,Valle de Ollo/Ollaran,2019,NA,NA,NA,NA,NA,NA
31194,Valle de Ollo/Ollaran,2018,NA,NA,NA,NA,NA,NA
31194,Valle de Ollo/Ollaran,2017,NA,NA,NA,NA,NA,NA
31194,Valle de Ollo/Ollaran,2016,13301,32656,NA,NA,NA,NA
31194,Valle de Ollo/Ollaran,2015,12863,31963,NA,NA,NA,NA
31195,Orbaizeta,2022,18190,42591,26177,25700,22183,51941
31195,Orbaizeta,2021,16311,37087,23424,22807,19982,45434
31195,Orbaizeta,2020,15556,36326,NA,NA,NA,NA
31195,Orbaizeta,2019,NA,NA,NA,NA,NA,NA
31195,Orbaizeta,2018,NA,NA,NA,NA,NA,NA
31195,Orbaizeta,2017,NA,NA,NA,NA,NA,NA
31195,Orbaizeta,2016,13639,34183,NA,NA,NA,NA
31195,Orbaizeta,2015,12759,33206,NA,NA,NA,NA
31196,Orbara,2022,20300,43452,NA,NA,24952,53409
31196,Orbara,2021,15444,38614,NA,NA,19427,48570
31196,Orbara,2020,15556,36326,NA,NA,NA,NA
31196,Orbara,2019,NA,NA,NA,NA,NA,NA
31196,Orbara,2018,NA,NA,NA,NA,NA,NA
31196,Orbara,2017,NA,NA,NA,NA,NA,NA
31196,Orbara,2016,NA,NA,NA,NA,NA,NA
31196,Orbara,2015,NA,NA,NA,NA,NA,NA
31197,Orísoain,2022,19943,40980,NA,NA,24368,50074
31197,Orísoain,2021,15444,38614,NA,NA,19427,48570
31197,Orísoain,2020,14628,35436,NA,NA,NA,NA
31197,Orísoain,2019,NA,NA,NA,NA,NA,NA
31197,Orísoain,2018,NA,NA,NA,NA,NA,NA
31197,Orísoain,2017,NA,NA,NA,NA,NA,NA
31197,Orísoain,2016,NA,NA,NA,NA,NA,NA
31197,Orísoain,2015,NA,NA,NA,NA,NA,NA
31198,Oronz/Orontze,2022,20300,43452,NA,NA,24952,53409
31198,Oronz/Orontze,2021,15444,38614,NA,NA,19427,48570
31198,Oronz/Orontze,2020,16064,35040,NA,NA,NA,NA
31198,Oronz/Orontze,2019,NA,NA,NA,NA,NA,NA
31198,Oronz/Orontze,2018,NA,NA,NA,NA,NA,NA
31198,Oronz/Orontze,2017,NA,NA,NA,NA,NA,NA
31198,Oronz/Orontze,2016,NA,NA,NA,NA,NA,NA
31198,Oronz/Orontze,2015,NA,NA,NA,NA,NA,NA
31199,Oroz-Betelu/Orotz-Betelu,2022,25780,49842,35333,23774,30863,59668
31199,Oroz-Betelu/Orotz-Betelu,2021,20706,39973,28505,24302,25322,48886
31199,Oroz-Betelu/Orotz-Betelu,2020,13196,33422,NA,NA,NA,NA
31199,Oroz-Betelu/Orotz-Betelu,2019,NA,NA,NA,NA,NA,NA
31199,Oroz-Betelu/Orotz-Betelu,2018,NA,NA,NA,NA,NA,NA
31199,Oroz-Betelu/Orotz-Betelu,2017,NA,NA,NA,NA,NA,NA
31199,Oroz-Betelu/Orotz-Betelu,2016,18190,34963,NA,NA,NA,NA
31199,Oroz-Betelu/Orotz-Betelu,2015,17397,33901,NA,NA,NA,NA
31200,Oteiza,2022,18489,45151,26796,23646,21724,53053
31200,Oteiza,2021,16075,39426,23342,20958,19096,46836
31200,Oteiza,2020,13471,32330,NA,NA,NA,NA
31200,Oteiza,2019,NA,NA,NA,NA,NA,NA
31200,Oteiza,2018,NA,NA,NA,NA,NA,NA
31200,Oteiza,2017,NA,NA,NA,NA,NA,NA
31200,Oteiza,2016,12945,32204,NA,NA,NA,NA
31200,Oteiza,2015,12556,31338,NA,NA,NA,NA
31201,Pamplona/Iruña,2022,16380,41184,23985,22029,20592,51774
31201,Pamplona/Iruña,2021,15419,38648,22613,20692,19409,48647
31201,Pamplona/Iruña,2020,14264,36227,NA,NA,NA,NA
31201,Pamplona/Iruña,2019,14106,36126,NA,NA,NA,NA
31201,Pamplona/Iruña,2018,13604,34890,NA,NA,NA,NA
31201,Pamplona/Iruña,2017,13216,33883,NA,NA,NA,NA
31201,Pamplona/Iruña,2016,14182,36041,NA,NA,NA,NA
31201,Pamplona/Iruña,2015,14498,37063,NA,NA,NA,NA
31202,Peralta/Azkoien,2022,16649,45469,25225,20884,20030,54702
31202,Peralta/Azkoien,2021,14266,38808,21673,19213,17385,47293
31202,Peralta/Azkoien,2020,12572,34422,NA,NA,NA,NA
31202,Peralta/Azkoien,2019,12656,34865,NA,NA,NA,NA
31202,Peralta/Azkoien,2018,12326,33739,NA,NA,NA,NA
31202,Peralta/Azkoien,2017,11980,32709,NA,NA,NA,NA
31202,Peralta/Azkoien,2016,12232,34439,NA,NA,NA,NA
31202,Peralta/Azkoien,2015,12052,34042,NA,NA,NA,NA
31203,Petilla de Aragón,2022,19943,40980,NA,NA,24368,50074
31203,Petilla de Aragón,2021,15444,38614,NA,NA,19427,48570
31203,Petilla de Aragón,2020,14160,36182,NA,NA,NA,NA
31203,Petilla de Aragón,2019,NA,NA,NA,NA,NA,NA
31203,Petilla de Aragón,2018,NA,NA,NA,NA,NA,NA
31203,Petilla de Aragón,2017,NA,NA,NA,NA,NA,NA
31203,Petilla de Aragón,2016,NA,NA,NA,NA,NA,NA
31203,Petilla de Aragón,2015,NA,NA,NA,NA,NA,NA
31204,Piedramillera,2022,17221,35631,NA,NA,20430,42270
31204,Piedramillera,2021,15444,38614,NA,NA,19427,48570
31204,Piedramillera,2020,13964,32738,NA,NA,NA,NA
31204,Piedramillera,2019,NA,NA,NA,NA,NA,NA
31204,Piedramillera,2018,NA,NA,NA,NA,NA,NA
31204,Piedramillera,2017,NA,NA,NA,NA,NA,NA
31204,Piedramillera,2016,NA,NA,NA,NA,NA,NA
31204,Piedramillera,2015,NA,NA,NA,NA,NA,NA
31205,Pitillas,2022,15722,34432,22361,21115,18432,40368
31205,Pitillas,2021,15426,33822,21494,19879,18086,39652
31205,Pitillas,2020,13591,30531,NA,NA,NA,NA
31205,Pitillas,2019,NA,NA,NA,NA,NA,NA
31205,Pitillas,2018,NA,NA,NA,NA,NA,NA
31205,Pitillas,2017,NA,NA,NA,NA,NA,NA
31205,Pitillas,2016,13034,27864,NA,NA,NA,NA
31205,Pitillas,2015,12488,26975,NA,NA,NA,NA
31206,Puente la Reina/Gares,2022,14394,37083,21380,20646,17365,44736
31206,Puente la Reina/Gares,2021,13146,34018,19584,18598,15906,41162
31206,Puente la Reina/Gares,2020,12309,32219,NA,NA,NA,NA
31206,Puente la Reina/Gares,2019,12348,32275,NA,NA,NA,NA
31206,Puente la Reina/Gares,2018,12062,31580,NA,NA,NA,NA
31206,Puente la Reina/Gares,2017,11421,30243,NA,NA,NA,NA
31206,Puente la Reina/Gares,2016,11458,29955,NA,NA,NA,NA
31206,Puente la Reina/Gares,2015,11491,30299,NA,NA,NA,NA
31207,Pueyo/Puiu,2022,16653,37876,23816,22442,19645,44682
31207,Pueyo/Puiu,2021,16571,37286,23648,20333,19686,44294
31207,Pueyo/Puiu,2020,14628,35436,NA,NA,NA,NA
31207,Pueyo/Puiu,2019,NA,NA,NA,NA,NA,NA
31207,Pueyo/Puiu,2018,NA,NA,NA,NA,NA,NA
31207,Pueyo/Puiu,2017,NA,NA,NA,NA,NA,NA
31207,Pueyo/Puiu,2016,12167,28535,NA,NA,NA,NA
31207,Pueyo/Puiu,2015,12186,29419,NA,NA,NA,NA
31208,Ribaforada,2022,14053,38816,21164,18768,16635,45947
31208,Ribaforada,2021,13264,36412,19958,17590,15622,42885
31208,Ribaforada,2020,11557,31627,NA,NA,NA,NA
31208,Ribaforada,2019,11277,31115,NA,NA,NA,NA
31208,Ribaforada,2018,10810,30134,NA,NA,NA,NA
31208,Ribaforada,2017,10422,29054,NA,NA,NA,NA
31208,Ribaforada,2016,10427,28570,NA,NA,NA,NA
31208,Ribaforada,2015,10258,28007,NA,NA,NA,NA
31209,Romanzado/Erromantzatua,2022,19227,41547,27832,19149,22616,48871
31209,Romanzado/Erromantzatua,2021,17752,39834,25765,19948,21928,49204
31209,Romanzado/Erromantzatua,2020,15367,34791,NA,NA,NA,NA
31209,Romanzado/Erromantzatua,2019,NA,NA,NA,NA,NA,NA
31209,Romanzado/Erromantzatua,2018,NA,NA,NA,NA,NA,NA
31209,Romanzado/Erromantzatua,2017,NA,NA,NA,NA,NA,NA
31209,Romanzado/Erromantzatua,2016,13463,30675,NA,NA,NA,NA
31209,Romanzado/Erromantzatua,2015,17712,42037,NA,NA,NA,NA
31210,Roncal/Erronkari,2022,16688,32912,22532,21543,19785,39021
31210,Roncal/Erronkari,2021,15353,30158,20723,20506,18266,35879
31210,Roncal/Erronkari,2020,15797,30794,NA,NA,NA,NA
31210,Roncal/Erronkari,2019,NA,NA,NA,NA,NA,NA
31210,Roncal/Erronkari,2018,NA,NA,NA,NA,NA,NA
31210,Roncal/Erronkari,2017,NA,NA,NA,NA,NA,NA
31210,Roncal/Erronkari,2016,16639,29118,NA,NA,NA,NA
31210,Roncal/Erronkari,2015,16702,28652,NA,NA,NA,NA
31211,Orreaga/Roncesvalles,2022,20300,43452,NA,NA,24952,53409
31211,Orreaga/Roncesvalles,2021,15444,38614,NA,NA,19427,48570
31211,Orreaga/Roncesvalles,2020,14920,34953,NA,NA,NA,NA
31211,Orreaga/Roncesvalles,2019,NA,NA,NA,NA,NA,NA
31211,Orreaga/Roncesvalles,2018,NA,NA,NA,NA,NA,NA
31211,Orreaga/Roncesvalles,2017,NA,NA,NA,NA,NA,NA
31211,Orreaga/Roncesvalles,2016,NA,NA,NA,NA,NA,NA
31211,Orreaga/Roncesvalles,2015,NA,NA,NA,NA,NA,NA
31212,Sada,2022,19953,39620,27388,22982,23596,46854
31212,Sada,2021,21570,44659,30115,20252,26123,54086
31212,Sada,2020,15348,34619,NA,NA,NA,NA
31212,Sada,2019,NA,NA,NA,NA,NA,NA
31212,Sada,2018,NA,NA,NA,NA,NA,NA
31212,Sada,2017,NA,NA,NA,NA,NA,NA
31212,Sada,2016,12591,30179,NA,NA,NA,NA
31212,Sada,2015,13531,33292,NA,NA,NA,NA
31213,Saldías,2022,14353,34502,21800,21664,16896,40616
31213,Saldías,2021,16873,40494,25516,19086,19825,47581
31213,Saldías,2020,13348,35490,NA,NA,NA,NA
31213,Saldías,2019,NA,NA,NA,NA,NA,NA
31213,Saldías,2018,NA,NA,NA,NA,NA,NA
31213,Saldías,2017,NA,NA,NA,NA,NA,NA
31213,Saldías,2016,11931,26563,NA,NA,NA,NA
31213,Saldías,2015,12876,28667,NA,NA,NA,NA
31214,Salinas de Oro/Jaitz,2022,19278,47319,28440,23761,22699,55716
31214,Salinas de Oro/Jaitz,2021,21276,50116,30729,23300,25404,59839
31214,Salinas de Oro/Jaitz,2020,14199,34030,NA,NA,NA,NA
31214,Salinas de Oro/Jaitz,2019,NA,NA,NA,NA,NA,NA
31214,Salinas de Oro/Jaitz,2018,NA,NA,NA,NA,NA,NA
31214,Salinas de Oro/Jaitz,2017,NA,NA,NA,NA,NA,NA
31214,Salinas de Oro/Jaitz,2016,14469,38584,NA,NA,NA,NA
31214,Salinas de Oro/Jaitz,2015,13373,36076,NA,NA,NA,NA
31215,San Adrián,2022,13663,37107,20564,19480,16307,44288
31215,San Adrián,2021,13088,35552,19635,18195,15763,42816
31215,San Adrián,2020,11948,32568,NA,NA,NA,NA
31215,San Adrián,2019,11937,32492,NA,NA,NA,NA
31215,San Adrián,2018,11611,31601,NA,NA,NA,NA
31215,San Adrián,2017,11070,30024,NA,NA,NA,NA
31215,San Adrián,2016,11563,31046,NA,NA,NA,NA
31215,San Adrián,2015,11417,30899,NA,NA,NA,NA
31216,Sangüesa/Zangoza,2022,16029,41007,23634,22537,19645,50256
31216,Sangüesa/Zangoza,2021,15141,39127,22440,20937,18619,48112
31216,Sangüesa/Zangoza,2020,14287,36917,NA,NA,NA,NA
31216,Sangüesa/Zangoza,2019,13852,36406,NA,NA,NA,NA
31216,Sangüesa/Zangoza,2018,13394,35090,NA,NA,NA,NA
31216,Sangüesa/Zangoza,2017,12894,33930,NA,NA,NA,NA
31216,Sangüesa/Zangoza,2016,12693,33834,NA,NA,NA,NA
31216,Sangüesa/Zangoza,2015,13024,34658,NA,NA,NA,NA
31217,San Martín de Unx,2022,15850,34086,21985,17826,18605,40010
31217,San Martín de Unx,2021,13888,30584,19496,18722,16250,35786
31217,San Martín de Unx,2020,13591,30531,NA,NA,NA,NA
31217,San Martín de Unx,2019,NA,NA,NA,NA,NA,NA
31217,San Martín de Unx,2018,NA,NA,NA,NA,NA,NA
31217,San Martín de Unx,2017,NA,NA,NA,NA,NA,NA
31217,San Martín de Unx,2016,12061,27967,NA,NA,NA,NA
31217,San Martín de Unx,2015,13208,28496,NA,NA,NA,NA
31219,Sansol,2022,17221,35631,NA,NA,20430,42270
31219,Sansol,2021,15444,38614,NA,NA,19426,48570
31219,Sansol,2020,13245,28139,NA,NA,NA,NA
31219,Sansol,2019,NA,NA,NA,NA,NA,NA
31219,Sansol,2018,NA,NA,NA,NA,NA,NA
31219,Sansol,2017,NA,NA,NA,NA,NA,NA
31219,Sansol,2016,NA,NA,NA,NA,NA,NA
31219,Sansol,2015,11259,27343,NA,NA,NA,NA
31220,Santacara,2022,15472,36538,22429,21323,18049,42625
31220,Santacara,2021,14722,34797,21521,19735,17379,41077
31220,Santacara,2020,12046,31136,NA,NA,NA,NA
31220,Santacara,2019,NA,NA,NA,NA,NA,NA
31220,Santacara,2018,NA,NA,NA,NA,NA,NA
31220,Santacara,2017,NA,NA,NA,NA,NA,NA
31220,Santacara,2016,11597,28629,NA,NA,NA,NA
31220,Santacara,2015,11495,28771,NA,NA,NA,NA
31221,Doneztebe/Santesteban,2022,14013,38367,21033,19009,17333,47457
31221,Doneztebe/Santesteban,2021,13656,37243,20484,17687,17100,46633
31221,Doneztebe/Santesteban,2020,13348,35490,NA,NA,NA,NA
31221,Doneztebe/Santesteban,2019,NA,NA,NA,NA,NA,NA
31221,Doneztebe/Santesteban,2018,NA,NA,NA,NA,NA,NA
31221,Doneztebe/Santesteban,2017,NA,NA,NA,NA,NA,NA
31221,Doneztebe/Santesteban,2016,12339,33952,NA,NA,NA,NA
31221,Doneztebe/Santesteban,2015,13962,38167,NA,NA,NA,NA
31222,Sarriés/Sartze,2022,20300,43452,NA,NA,24952,53409
31222,Sarriés/Sartze,2021,15444,38614,NA,NA,19427,48570
31222,Sarriés/Sartze,2020,16064,35040,NA,NA,NA,NA
31222,Sarriés/Sartze,2019,NA,NA,NA,NA,NA,NA
31222,Sarriés/Sartze,2018,NA,NA,NA,NA,NA,NA
31222,Sarriés/Sartze,2017,NA,NA,NA,NA,NA,NA
31222,Sarriés/Sartze,2016,NA,NA,NA,NA,NA,NA
31222,Sarriés/Sartze,2015,NA,NA,NA,NA,NA,NA
31223,Sartaguda,2022,12252,32461,18295,15190,13798,36554
31223,Sartaguda,2021,11824,31546,17734,14609,13323,35545
31223,Sartaguda,2020,11267,29461,NA,NA,NA,NA
