mun_code,mun_name,year,gini,p80p20
22202,Salas Bajas,2021,23.1,2
22202,Salas Bajas,2020,23.7,2.1
22202,Salas Bajas,2019,22.9,2.2
22202,Salas Bajas,2018,24.3,2.2
22202,Salas Bajas,2017,23.9,2.2
22202,Salas Bajas,2016,29.1,2.3
22202,Salas Bajas,2015,26.6,2.6
22203,Salillas,2022,33.1,2.6
22203,Salillas,2021,31.6,2.6
22203,Salillas,2020,NA,NA
22203,Salillas,2019,NA,NA
22203,Salillas,2018,NA,NA
22203,Salillas,2017,NA,NA
22203,Salillas,2016,25.5,2.2
22203,Salillas,2015,NA,NA
22204,Sallent de Gállego,2022,28.1,2.2
22204,Sallent de Gállego,2021,27.4,2.2
22204,Sallent de Gállego,2020,28,2.2
22204,Sallent de Gállego,2019,25.8,2.1
22204,Sallent de Gállego,2018,26.5,2.1
22204,Sallent de Gállego,2017,27,2
22204,Sallent de Gállego,2016,25.9,2.1
22204,Sallent de Gállego,2015,27.5,2.2
22205,San Esteban de Litera,2022,28.5,2.5
22205,San Esteban de Litera,2021,28.7,2.5
22205,San Esteban de Litera,2020,28.3,2.5
22205,San Esteban de Litera,2019,27.3,2.2
22205,San Esteban de Litera,2018,27.5,2.4
22205,San Esteban de Litera,2017,28.5,2.4
22205,San Esteban de Litera,2016,25.5,2.3
22205,San Esteban de Litera,2015,29,2.3
22206,Sangarrén,2022,25.8,2.5
22206,Sangarrén,2021,24,2.4
22206,Sangarrén,2020,24.8,2.1
22206,Sangarrén,2019,26.3,2.3
22206,Sangarrén,2018,25.7,2.2
22206,Sangarrén,2017,27.1,2.1
22206,Sangarrén,2016,25.8,2.5
22206,Sangarrén,2015,27.4,2.6
22207,San Juan de Plan,2022,31.9,2
22207,San Juan de Plan,2021,31.6,2.7
22207,San Juan de Plan,2020,27.9,2.7
22207,San Juan de Plan,2019,27.7,2.2
22207,San Juan de Plan,2018,27.9,2
22207,San Juan de Plan,2017,27.2,2.1
22207,San Juan de Plan,2016,27.1,2
22207,San Juan de Plan,2015,27.6,2.2
22208,Santa Cilia,2022,27.2,2.4
22208,Santa Cilia,2021,27.9,2.4
22208,Santa Cilia,2020,25.7,2.3
22208,Santa Cilia,2019,29.1,2.4
22208,Santa Cilia,2018,28.8,2.3
22208,Santa Cilia,2017,26.4,2.1
22208,Santa Cilia,2016,27.5,2.3
22208,Santa Cilia,2015,27.3,2.1
22209,Santa Cruz de la Serós,2022,26.2,2.6
22209,Santa Cruz de la Serós,2021,27.1,2.2
22209,Santa Cruz de la Serós,2020,29.2,2.5
22209,Santa Cruz de la Serós,2019,25.8,2.1
22209,Santa Cruz de la Serós,2018,28.3,2.3
22209,Santa Cruz de la Serós,2017,25.2,2.6
22209,Santa Cruz de la Serós,2016,25.6,2.6
22209,Santa Cruz de la Serós,2015,27.6,2.4
22212,Santaliestra y San Quílez,2022,NA,NA
22212,Santaliestra y San Quílez,2021,NA,NA
22212,Santaliestra y San Quílez,2020,NA,NA
22212,Santaliestra y San Quílez,2019,NA,NA
22212,Santaliestra y San Quílez,2018,NA,NA
22212,Santaliestra y San Quílez,2017,NA,NA
22212,Santaliestra y San Quílez,2016,NA,NA
22212,Santaliestra y San Quílez,2015,NA,NA
22213,Sariñena,2022,28,2.4
22213,Sariñena,2021,28.4,2.5
22213,Sariñena,2020,27.8,2.4
22213,Sariñena,2019,28.7,2.6
22213,Sariñena,2018,28.8,2.5
22213,Sariñena,2017,28.9,2.3
22213,Sariñena,2016,29.5,2.4
22213,Sariñena,2015,30.9,2.7
22214,Secastilla,2022,27,2.4
22214,Secastilla,2021,23.3,2
22214,Secastilla,2020,25.8,2.1
22214,Secastilla,2019,20.4,1.8
22214,Secastilla,2018,23.9,1.9
22214,Secastilla,2017,25.7,2.2
22214,Secastilla,2016,26.1,2.4
22214,Secastilla,2015,26.5,2.3
22215,Seira,2022,28.4,2.2
22215,Seira,2021,29.2,2.5
22215,Seira,2020,31.2,2.4
22215,Seira,2019,27.3,2.2
22215,Seira,2018,27.5,2.6
22215,Seira,2017,27.8,2.5
22215,Seira,2016,32.1,2.6
22215,Seira,2015,26.8,2.4
22217,Sena,2022,28.4,2.5
22217,Sena,2021,28.4,2.7
22217,Sena,2020,27.4,2.5
22217,Sena,2019,30.2,2.5
22217,Sena,2018,29.7,2.4
22217,Sena,2017,28.2,2.6
22217,Sena,2016,28.9,2.4
22217,Sena,2015,27.4,2.4
22218,Senés de Alcubierre,2022,NA,NA
22218,Senés de Alcubierre,2021,NA,NA
22218,Senés de Alcubierre,2020,NA,NA
22218,Senés de Alcubierre,2019,NA,NA
22218,Senés de Alcubierre,2018,NA,NA
22218,Senés de Alcubierre,2017,NA,NA
22218,Senés de Alcubierre,2016,NA,NA
22218,Senés de Alcubierre,2015,NA,NA
22220,Sesa,2022,23.4,2.1
22220,Sesa,2021,24.7,2
22220,Sesa,2020,26.2,2.2
22220,Sesa,2019,27.9,1.9
22220,Sesa,2018,24.4,2.3
22220,Sesa,2017,28.1,2.2
22220,Sesa,2016,29.6,2.7
22220,Sesa,2015,27.1,2.3
22221,Sesué,2022,29,1.9
22221,Sesué,2021,32.9,2.2
22221,Sesué,2020,29.1,2.3
22221,Sesué,2019,30.3,2.6
22221,Sesué,2018,30.7,2.4
22221,Sesué,2017,26.4,2.2
22221,Sesué,2016,25.9,1.8
22221,Sesué,2015,27,2.4
22222,Siétamo,2022,25.7,2.3
22222,Siétamo,2021,24.9,2.3
22222,Siétamo,2020,26.5,2.3
22222,Siétamo,2019,26.7,2.5
22222,Siétamo,2018,26.9,2.4
22222,Siétamo,2017,28.3,2.5
22222,Siétamo,2016,27.7,2.5
22222,Siétamo,2015,29,2.6
22223,Sopeira,2022,NA,NA
22223,Sopeira,2021,NA,NA
22223,Sopeira,2020,NA,NA
22223,Sopeira,2019,NA,NA
22223,Sopeira,2018,NA,NA
22223,Sopeira,2017,NA,NA
22223,Sopeira,2016,NA,NA
22223,Sopeira,2015,NA,NA
22225,Tamarite de Litera,2022,26.7,2.3
22225,Tamarite de Litera,2021,26.9,2.3
22225,Tamarite de Litera,2020,26,2.2
22225,Tamarite de Litera,2019,27.8,2.3
22225,Tamarite de Litera,2018,28.9,2.4
22225,Tamarite de Litera,2017,28.9,2.4
22225,Tamarite de Litera,2016,28.5,2.4
22225,Tamarite de Litera,2015,29,2.4
22226,Tardienta,2022,25.3,2.2
22226,Tardienta,2021,25.5,2.3
22226,Tardienta,2020,25.9,2.1
22226,Tardienta,2019,25.1,2.2
22226,Tardienta,2018,25,2.4
22226,Tardienta,2017,25.3,2.4
22226,Tardienta,2016,27.3,2.5
22226,Tardienta,2015,27.5,2.5
22227,Tella-Sin,2022,27.4,2.2
22227,Tella-Sin,2021,27,2.2
22227,Tella-Sin,2020,26.9,2.2
22227,Tella-Sin,2019,26.5,2.3
22227,Tella-Sin,2018,27,2.6
22227,Tella-Sin,2017,26.6,2.2
22227,Tella-Sin,2016,28.3,2.1
22227,Tella-Sin,2015,26.9,2
22228,Tierz,2022,22.5,1.9
22228,Tierz,2021,22.4,2
22228,Tierz,2020,22.7,2
22228,Tierz,2019,25.7,2.1
22228,Tierz,2018,28.3,2
22228,Tierz,2017,23.9,2.1
22228,Tierz,2016,25.3,2.3
22228,Tierz,2015,25.1,2.2
22229,Tolva,2022,28.8,2.9
22229,Tolva,2021,28.9,2.7
22229,Tolva,2020,29.4,2.8
22229,Tolva,2019,27.4,2.6
22229,Tolva,2018,26.6,2.7
22229,Tolva,2017,27.5,2.4
22229,Tolva,2016,34.4,3.2
22229,Tolva,2015,35.9,3
22230,Torla-Ordesa,2022,25.8,2.2
22230,Torla-Ordesa,2021,23.1,1.8
22230,Torla-Ordesa,2020,23.9,2
22230,Torla-Ordesa,2019,24.7,2.3
22230,Torla-Ordesa,2018,26.7,2.3
22230,Torla-Ordesa,2017,25,2.2
22230,Torla-Ordesa,2016,25.3,2.4
22230,Torla-Ordesa,2015,23.2,2
22232,Torralba de Aragón,2022,30.8,2.6
22232,Torralba de Aragón,2021,34.1,2.9
22232,Torralba de Aragón,2020,31.9,2.4
22232,Torralba de Aragón,2019,33.6,2.7
22232,Torralba de Aragón,2018,37.1,3.4
22232,Torralba de Aragón,2017,35.7,4
22232,Torralba de Aragón,2016,37,3.2
22232,Torralba de Aragón,2015,31.3,3.3
22233,Torre la Ribera,2022,NA,NA
22233,Torre la Ribera,2021,29.6,2.4
22233,Torre la Ribera,2020,NA,NA
22233,Torre la Ribera,2019,NA,NA
22233,Torre la Ribera,2018,NA,NA
22233,Torre la Ribera,2017,34.1,2.5
22233,Torre la Ribera,2016,37.7,3.2
22233,Torre la Ribera,2015,31.6,2.9
22234,Torrente de Cinca,2022,30.3,2.7
22234,Torrente de Cinca,2021,31.5,2.7
22234,Torrente de Cinca,2020,31,2.7
22234,Torrente de Cinca,2019,27.7,2.4
22234,Torrente de Cinca,2018,29.1,2.7
22234,Torrente de Cinca,2017,28.9,2.6
22234,Torrente de Cinca,2016,31.9,2.6
22234,Torrente de Cinca,2015,29.4,2.6
22235,Torres de Alcanadre,2022,NA,NA
22235,Torres de Alcanadre,2021,NA,NA
22235,Torres de Alcanadre,2020,NA,NA
22235,Torres de Alcanadre,2019,NA,NA
22235,Torres de Alcanadre,2018,NA,NA
22235,Torres de Alcanadre,2017,NA,NA
22235,Torres de Alcanadre,2016,NA,NA
22235,Torres de Alcanadre,2015,26.9,2.1
22236,Torres de Barbués,2022,28.3,2.1
22236,Torres de Barbués,2021,30.9,2.2
22236,Torres de Barbués,2020,29,2.4
22236,Torres de Barbués,2019,29.4,2.2
22236,Torres de Barbués,2018,30.7,2.3
22236,Torres de Barbués,2017,30.5,2.2
22236,Torres de Barbués,2016,30.2,2.4
22236,Torres de Barbués,2015,31.1,2.2
22239,Tramaced,2022,32.5,2.5
22239,Tramaced,2021,37.3,2.8
22239,Tramaced,2020,30,2.8
22239,Tramaced,2019,NA,NA
22239,Tramaced,2018,31.8,4
22239,Tramaced,2017,30.3,3.2
22239,Tramaced,2016,32.1,3.5
22239,Tramaced,2015,33.1,3.9
22242,Valfarta,2022,NA,NA
22242,Valfarta,2021,NA,NA
22242,Valfarta,2020,NA,NA
22242,Valfarta,2019,NA,NA
22242,Valfarta,2018,NA,NA
22242,Valfarta,2017,NA,NA
22242,Valfarta,2016,NA,NA
22242,Valfarta,2015,NA,NA
22243,Valle de Bardají,2022,NA,NA
22243,Valle de Bardají,2021,NA,NA
22243,Valle de Bardají,2020,NA,NA
22243,Valle de Bardají,2019,NA,NA
22243,Valle de Bardají,2018,NA,NA
22243,Valle de Bardají,2017,NA,NA
22243,Valle de Bardají,2016,NA,NA
22243,Valle de Bardají,2015,NA,NA
22244,Valle de Lierp,2022,NA,NA
22244,Valle de Lierp,2021,NA,NA
22244,Valle de Lierp,2020,NA,NA
22244,Valle de Lierp,2019,NA,NA
22244,Valle de Lierp,2018,NA,NA
22244,Valle de Lierp,2017,NA,NA
22244,Valle de Lierp,2016,NA,NA
22244,Valle de Lierp,2015,NA,NA
22245,Velilla de Cinca,2022,25.4,2.2
22245,Velilla de Cinca,2021,28.6,2.1
22245,Velilla de Cinca,2020,30.6,2.5
22245,Velilla de Cinca,2019,26.7,2.3
22245,Velilla de Cinca,2018,32.1,2.4
22245,Velilla de Cinca,2017,31.1,2.3
22245,Velilla de Cinca,2016,29.3,2.4
22245,Velilla de Cinca,2015,31,2.8
22246,Beranuy,2022,NA,NA
22246,Beranuy,2021,NA,NA
22246,Beranuy,2020,NA,NA
22246,Beranuy,2019,NA,NA
22246,Beranuy,2018,NA,NA
22246,Beranuy,2017,NA,NA
22246,Beranuy,2016,NA,NA
22246,Beranuy,2015,NA,NA
22247,Viacamp y Litera,2022,NA,NA
22247,Viacamp y Litera,2021,NA,NA
22247,Viacamp y Litera,2020,NA,NA
22247,Viacamp y Litera,2019,NA,NA
22247,Viacamp y Litera,2018,NA,NA
22247,Viacamp y Litera,2017,NA,NA
22247,Viacamp y Litera,2016,NA,NA
22247,Viacamp y Litera,2015,NA,NA
22248,Vicién,2022,25.6,2.5
22248,Vicién,2021,23.5,2.4
22248,Vicién,2020,23.4,2.2
22248,Vicién,2019,21.2,2
22248,Vicién,2018,22.1,1.9
22248,Vicién,2017,24.4,2.5
22248,Vicién,2016,21.9,2.2
22248,Vicién,2015,24,2
22249,Villanova,2022,33.3,2.3
22249,Villanova,2021,32.6,2.2
22249,Villanova,2020,34.8,2.3
22249,Villanova,2019,35.5,2.2
22249,Villanova,2018,28.1,2.5
22249,Villanova,2017,26.8,2.2
22249,Villanova,2016,30.4,2.5
22249,Villanova,2015,25.4,2
22250,Villanúa,2022,29.3,2.5
22250,Villanúa,2021,29.8,2.7
22250,Villanúa,2020,31.4,2.7
22250,Villanúa,2019,29.1,2.6
22250,Villanúa,2018,30.8,2.4
22250,Villanúa,2017,29.9,2.5
22250,Villanúa,2016,29.2,2.7
22250,Villanúa,2015,27.6,2.3
22251,Villanueva de Sigena,2022,27.9,2.2
22251,Villanueva de Sigena,2021,27.6,2.3
22251,Villanueva de Sigena,2020,29.1,2.6
22251,Villanueva de Sigena,2019,28.9,2.6
22251,Villanueva de Sigena,2018,29.6,2.6
22251,Villanueva de Sigena,2017,27,2
22251,Villanueva de Sigena,2016,28.9,2.5
22251,Villanueva de Sigena,2015,29.3,2.2
22252,Yebra de Basa,2022,24.1,2.1
22252,Yebra de Basa,2021,21.7,2
22252,Yebra de Basa,2020,20.4,1.8
22252,Yebra de Basa,2019,20.3,1.8
22252,Yebra de Basa,2018,20.5,1.9
22252,Yebra de Basa,2017,21.3,2.2
22252,Yebra de Basa,2016,21.4,2.1
22252,Yebra de Basa,2015,21.8,2.1
22253,Yésero,2022,NA,NA
22253,Yésero,2021,NA,NA
22253,Yésero,2020,NA,NA
22253,Yésero,2019,NA,NA
22253,Yésero,2018,NA,NA
22253,Yésero,2017,NA,NA
22253,Yésero,2016,NA,NA
22253,Yésero,2015,NA,NA
22254,Zaidín,2022,30.9,2.5
22254,Zaidín,2021,30.6,2.4
22254,Zaidín,2020,29.9,2.5
22254,Zaidín,2019,27.6,2.4
22254,Zaidín,2018,30.1,2.6
22254,Zaidín,2017,30,2.5
22254,Zaidín,2016,31.4,2.5
22254,Zaidín,2015,29.4,2.5
22901,Valle de Hecho,2022,26.9,2.1
22901,Valle de Hecho,2021,25.7,2.1
22901,Valle de Hecho,2020,25.4,2
22901,Valle de Hecho,2019,28,2.1
22901,Valle de Hecho,2018,28.6,2.2
22901,Valle de Hecho,2017,29.9,2.4
22901,Valle de Hecho,2016,27.6,2.3
22901,Valle de Hecho,2015,27.7,2.3
22902,Puente la Reina de Jaca,2022,28.5,2.2
22902,Puente la Reina de Jaca,2021,27.4,2.4
22902,Puente la Reina de Jaca,2020,29,3
22902,Puente la Reina de Jaca,2019,28.8,2.7
22902,Puente la Reina de Jaca,2018,26.6,2.5
22902,Puente la Reina de Jaca,2017,27.2,2.7
22902,Puente la Reina de Jaca,2016,30,2.7
22902,Puente la Reina de Jaca,2015,29.8,3.1
22903,San Miguel del Cinca,2022,24.3,2.1
22903,San Miguel del Cinca,2021,24.1,2.1
22903,San Miguel del Cinca,2020,23.6,2
22903,San Miguel del Cinca,2019,23.8,2
22903,San Miguel del Cinca,2018,25.7,2.2
22903,San Miguel del Cinca,2017,24.4,2.2
22903,San Miguel del Cinca,2016,26,2.3
22903,San Miguel del Cinca,2015,26.5,2.2
22904,"Sotonera, La",2022,30.2,2.4
22904,"Sotonera, La",2021,28.1,2.4
22904,"Sotonera, La",2020,28.8,2.3
22904,"Sotonera, La",2019,29.4,2.4
22904,"Sotonera, La",2018,31.4,2.5
22904,"Sotonera, La",2017,31.9,2.8
22904,"Sotonera, La",2016,31.3,2.8
22904,"Sotonera, La",2015,30.5,2.7
22905,Lupiñén-Ortilla,2022,28.8,2.7
22905,Lupiñén-Ortilla,2021,27.7,2.5
22905,Lupiñén-Ortilla,2020,28.4,2.5
22905,Lupiñén-Ortilla,2019,29.7,2.7
22905,Lupiñén-Ortilla,2018,28,2.4
22905,Lupiñén-Ortilla,2017,31.6,2.5
22905,Lupiñén-Ortilla,2016,33,2.5
22905,Lupiñén-Ortilla,2015,30.6,2.6
22906,Santa María de Dulcis,2022,24.4,2
22906,Santa María de Dulcis,2021,24,2.2
22906,Santa María de Dulcis,2020,25.6,2.2
22906,Santa María de Dulcis,2019,22.6,2
22906,Santa María de Dulcis,2018,26,2.1
22906,Santa María de Dulcis,2017,27.9,2
22906,Santa María de Dulcis,2016,24.6,1.8
22906,Santa María de Dulcis,2015,27.4,2.6
22907,Aínsa-Sobrarbe,2022,29.1,2.4
22907,Aínsa-Sobrarbe,2021,28.1,2.3
22907,Aínsa-Sobrarbe,2020,29.4,2.6
22907,Aínsa-Sobrarbe,2019,29.5,2.4
22907,Aínsa-Sobrarbe,2018,30,2.5
22907,Aínsa-Sobrarbe,2017,30.3,2.6
22907,Aínsa-Sobrarbe,2016,32.1,2.7
22907,Aínsa-Sobrarbe,2015,32,2.8
22908,Hoz y Costean,2022,28.9,2.7
22908,Hoz y Costean,2021,29.9,2.7
22908,Hoz y Costean,2020,30.5,2.7
22908,Hoz y Costean,2019,29.4,2.7
22908,Hoz y Costean,2018,32.5,2.6
22908,Hoz y Costean,2017,30.1,2.7
22908,Hoz y Costean,2016,26.8,2.4
22908,Hoz y Costean,2015,31.5,3
22909,Vencillón,2022,23.7,2.2
22909,Vencillón,2021,22.6,2.2
22909,Vencillón,2020,23.4,2.2
22909,Vencillón,2019,24.9,2.3
22909,Vencillón,2018,25.3,2.2
22909,Vencillón,2017,24.2,2.3
22909,Vencillón,2016,25.5,2.3
22909,Vencillón,2015,26.3,2.4
23001,Albanchez de Mágina,2022,27.4,2.2
23001,Albanchez de Mágina,2021,27.4,2.1
23001,Albanchez de Mágina,2020,28.2,2.2
23001,Albanchez de Mágina,2019,27.2,2.2
23001,Albanchez de Mágina,2018,27.1,2.1
23001,Albanchez de Mágina,2017,26.4,2
23001,Albanchez de Mágina,2016,27.8,2.3
23001,Albanchez de Mágina,2015,26.8,2.1
23002,Alcalá la Real,2022,28.5,2.3
23002,Alcalá la Real,2021,27.5,2.2
23002,Alcalá la Real,2020,29.2,2.4
23002,Alcalá la Real,2019,28.8,2.4
23002,Alcalá la Real,2018,29.3,2.3
23002,Alcalá la Real,2017,28.9,2.2
23002,Alcalá la Real,2016,29.8,2.4
23002,Alcalá la Real,2015,29.4,2.3
23003,Alcaudete,2022,27.2,2.3
23003,Alcaudete,2021,26.6,2
23003,Alcaudete,2020,27.7,2.2
23003,Alcaudete,2019,26.6,2.2
23003,Alcaudete,2018,27.7,2.2
23003,Alcaudete,2017,27.5,2.2
23003,Alcaudete,2016,29.2,2.4
23003,Alcaudete,2015,29.6,2.3
23004,Aldeaquemada,2022,30.9,2.4
23004,Aldeaquemada,2021,29.9,2.4
23004,Aldeaquemada,2020,29.8,2.3
23004,Aldeaquemada,2019,28.6,2.3
23004,Aldeaquemada,2018,29.3,2.2
23004,Aldeaquemada,2017,29,2.2
23004,Aldeaquemada,2016,30.9,2.6
23004,Aldeaquemada,2015,30.5,2.3
23005,Andújar,2022,29.1,2.4
23005,Andújar,2021,29.3,2.6
23005,Andújar,2020,30.5,2.4
23005,Andújar,2019,29.9,2.4
23005,Andújar,2018,30.9,2.5
23005,Andújar,2017,31.7,2.6
23005,Andújar,2016,33,2.9
23005,Andújar,2015,33.3,2.8
23006,Arjona,2022,26.5,2.2
23006,Arjona,2021,25.8,2
23006,Arjona,2020,27.5,2.1
23006,Arjona,2019,26.2,2.1
23006,Arjona,2018,26.2,2
23006,Arjona,2017,26.8,2.1
23006,Arjona,2016,27.9,2.3
23006,Arjona,2015,28.8,2.4
23007,Arjonilla,2022,27.5,2.2
23007,Arjonilla,2021,27,2.2
23007,Arjonilla,2020,28.7,2.4
23007,Arjonilla,2019,28,2.1
23007,Arjonilla,2018,28,2.2
23007,Arjonilla,2017,28.7,2.5
23007,Arjonilla,2016,30.3,2.4
23007,Arjonilla,2015,30.6,2.7
23008,Arquillos,2022,25.2,2
23008,Arquillos,2021,25.1,2.1
23008,Arquillos,2020,27.4,2.3
23008,Arquillos,2019,26,2.2
23008,Arquillos,2018,26.9,2.2
23008,Arquillos,2017,26.7,2.1
23008,Arquillos,2016,27.7,2.3
23008,Arquillos,2015,30.8,2.3
23009,Baeza,2022,30.5,2.6
23009,Baeza,2021,28.9,2.3
23009,Baeza,2020,31.7,2.6
23009,Baeza,2019,31.3,2.6
23009,Baeza,2018,31,2.6
23009,Baeza,2017,31.7,2.6
23009,Baeza,2016,32,2.5
23009,Baeza,2015,33.2,2.9
23010,Bailén,2022,27.2,2.2
23010,Bailén,2021,27.5,2.3
23010,Bailén,2020,28.4,2.3
23010,Bailén,2019,27.8,2.3
23010,Bailén,2018,28.7,2.2
23010,Bailén,2017,29.9,2.4
23010,Bailén,2016,31.1,2.5
23010,Bailén,2015,31.6,2.7
23011,Baños de la Encina,2022,25.7,2
23011,Baños de la Encina,2021,26.7,2.1
23011,Baños de la Encina,2020,27.6,2.1
23011,Baños de la Encina,2019,26.3,2.1
23011,Baños de la Encina,2018,27.6,2.2
23011,Baños de la Encina,2017,27,2.1
23011,Baños de la Encina,2016,28.2,2.4
23011,Baños de la Encina,2015,28.9,2.2
23012,Beas de Segura,2022,31.6,2.5
23012,Beas de Segura,2021,30.2,2.5
23012,Beas de Segura,2020,32.3,2.5
23012,Beas de Segura,2019,31.7,2.5
23012,Beas de Segura,2018,32.5,2.7
23012,Beas de Segura,2017,32,2.5
23012,Beas de Segura,2016,34.1,3
23012,Beas de Segura,2015,33.8,2.8
23014,Begíjar,2022,26.9,2.2
23014,Begíjar,2021,27.1,2.1
23014,Begíjar,2020,28.8,2.5
23014,Begíjar,2019,27.9,2.2
23014,Begíjar,2018,27.9,2.4
23014,Begíjar,2017,28,2.2
23014,Begíjar,2016,28.4,2.4
23014,Begíjar,2015,30.2,2.6
23015,Bélmez de la Moraleda,2022,25.2,2
23015,Bélmez de la Moraleda,2021,24.4,2
23015,Bélmez de la Moraleda,2020,25.7,2.1
23015,Bélmez de la Moraleda,2019,25.3,2.1
23015,Bélmez de la Moraleda,2018,25.7,2.1
23015,Bélmez de la Moraleda,2017,26.4,2.2
23015,Bélmez de la Moraleda,2016,26.1,2.3
23015,Bélmez de la Moraleda,2015,28,2.2
23016,Benatae,2022,28.2,2.2
23016,Benatae,2021,25.2,2
23016,Benatae,2020,28,2.2
23016,Benatae,2019,26.5,2.2
23016,Benatae,2018,28.7,2.1
23016,Benatae,2017,25.6,2
23016,Benatae,2016,26.1,2
23016,Benatae,2015,26.7,2.2
23017,Cabra del Santo Cristo,2022,25.6,2
23017,Cabra del Santo Cristo,2021,26.6,2.1
23017,Cabra del Santo Cristo,2020,27.6,2.1
23017,Cabra del Santo Cristo,2019,26.9,2.1
23017,Cabra del Santo Cristo,2018,26.8,2.3
23017,Cabra del Santo Cristo,2017,27,2.2
23017,Cabra del Santo Cristo,2016,28.3,2.3
23017,Cabra del Santo Cristo,2015,29.3,2.3
23018,Cambil,2022,28.1,2.5
23018,Cambil,2021,26.4,2
23018,Cambil,2020,29.4,2.5
23018,Cambil,2019,28.3,2.4
23018,Cambil,2018,27.9,2.2
23018,Cambil,2017,29.3,2.3
23018,Cambil,2016,29.6,2.5
23018,Cambil,2015,29.7,2.5
23019,Campillo de Arenas,2022,27.6,2.3
23019,Campillo de Arenas,2021,27.1,2.3
23019,Campillo de Arenas,2020,27.7,2.3
23019,Campillo de Arenas,2019,27.9,2.2
23019,Campillo de Arenas,2018,28.5,2.4
23019,Campillo de Arenas,2017,29.9,2.4
23019,Campillo de Arenas,2016,30.7,2.5
23019,Campillo de Arenas,2015,30.9,2.5
23020,Canena,2022,30.7,2.4
23020,Canena,2021,28.1,2.5
23020,Canena,2020,30.6,2.5
23020,Canena,2019,28.8,2.4
23020,Canena,2018,28.8,2.4
23020,Canena,2017,30,2.5
23020,Canena,2016,29.3,2.4
23020,Canena,2015,31,2.6
23021,Carboneros,2022,28.6,2.4
23021,Carboneros,2021,24.4,2
23021,Carboneros,2020,24.4,2.1
23021,Carboneros,2019,23,2
23021,Carboneros,2018,25.1,2.1
23021,Carboneros,2017,25.5,2
23021,Carboneros,2016,27.3,2
23021,Carboneros,2015,27.7,2.3
23024,"Carolina, La",2022,29.7,2.5
23024,"Carolina, La",2021,30.6,2.6
23024,"Carolina, La",2020,31.5,2.7
23024,"Carolina, La",2019,31.2,2.7
23024,"Carolina, La",2018,33,2.9
23024,"Carolina, La",2017,33.7,3.1
23024,"Carolina, La",2016,35.3,3.4
23024,"Carolina, La",2015,35.7,3.4
23025,Castellar,2022,27.6,2.3
23025,Castellar,2021,26.3,2
23025,Castellar,2020,27.6,2.2
23025,Castellar,2019,27.2,2.2
23025,Castellar,2018,28.5,2.4
23025,Castellar,2017,27.5,2.1
23025,Castellar,2016,29.1,2.2
23025,Castellar,2015,30.1,2.3
23026,Castillo de Locubín,2022,27.5,2.2
23026,Castillo de Locubín,2021,25.9,2
23026,Castillo de Locubín,2020,26.8,2.2
23026,Castillo de Locubín,2019,25.9,2.1
23026,Castillo de Locubín,2018,26.7,2.2
23026,Castillo de Locubín,2017,25.7,2.2
23026,Castillo de Locubín,2016,26.5,2.1
23026,Castillo de Locubín,2015,26.7,2
23027,Cazalilla,2022,23.9,2
23027,Cazalilla,2021,25.8,2
23027,Cazalilla,2020,25.4,2
23027,Cazalilla,2019,24.9,2.1
23027,Cazalilla,2018,26.2,2.2
23027,Cazalilla,2017,26.7,2.3
23027,Cazalilla,2016,30.5,2.3
23027,Cazalilla,2015,28.3,2.4
23028,Cazorla,2022,28.5,2.3
23028,Cazorla,2021,28.7,2.4
23028,Cazorla,2020,30,2.4
23028,Cazorla,2019,29,2.3
23028,Cazorla,2018,30.2,2.4
23028,Cazorla,2017,30.5,2.3
23028,Cazorla,2016,31.4,2.5
23028,Cazorla,2015,31.2,2.4
23029,Chiclana de Segura,2022,31.8,3
23029,Chiclana de Segura,2021,28,2.3
23029,Chiclana de Segura,2020,31,2.7
23029,Chiclana de Segura,2019,32.1,2.9
23029,Chiclana de Segura,2018,31.6,2.9
23029,Chiclana de Segura,2017,29.1,2.4
23029,Chiclana de Segura,2016,32.2,2.6
23029,Chiclana de Segura,2015,32.2,2.7
23030,Chilluévar,2022,26.1,2
23030,Chilluévar,2021,25.1,2
23030,Chilluévar,2020,26.1,2.2
23030,Chilluévar,2019,25.2,2
23030,Chilluévar,2018,25.8,2.1
23030,Chilluévar,2017,25,1.9
23030,Chilluévar,2016,26.8,2.1
23030,Chilluévar,2015,25.4,2.1
23031,Escañuela,2022,24.4,1.9
23031,Escañuela,2021,22.9,1.9
23031,Escañuela,2020,23.2,1.8
23031,Escañuela,2019,22.6,1.9
23031,Escañuela,2018,22.6,2
23031,Escañuela,2017,22.2,1.9
23031,Escañuela,2016,24,2
23031,Escañuela,2015,25.1,2
23032,Espeluy,2022,25.1,2.1
23032,Espeluy,2021,23.6,2.1
23032,Espeluy,2020,24.3,2
23032,Espeluy,2019,22.8,1.8
23032,Espeluy,2018,23.5,2
23032,Espeluy,2017,25.2,2
23032,Espeluy,2016,26.5,2
23032,Espeluy,2015,28,2.2
23033,Frailes,2022,28.2,2.1
23033,Frailes,2021,27.3,2.2
23033,Frailes,2020,29,2.3
23033,Frailes,2019,27.9,2.1
23033,Frailes,2018,28.9,2.1
23033,Frailes,2017,27.7,2.1
23033,Frailes,2016,27.9,2
23033,Frailes,2015,28,2.2
23034,Fuensanta de Martos,2022,28.9,2.5
23034,Fuensanta de Martos,2021,27,2.1
23034,Fuensanta de Martos,2020,28.3,2.4
