mun_code,mun_name,district_code,year,net_income_pc,net_income_hh,net_income_equiv,median_income_equiv,gross_income_pc,gross_income_hh
08102,Igualada,0810203,2022,16028,43133,24384,22050,20035,53916
08102,Igualada,0810203,2021,15298,41383,23380,20650,19000,51399
08102,Igualada,0810203,2020,14421,39374,22105,19950,17711,48358
08102,Igualada,0810203,2019,14410,39366,22151,19950,17761,48522
08102,Igualada,0810203,2018,13902,37726,21420,19250,17047,46260
08102,Igualada,0810203,2017,13228,36044,20357,18550,16184,44097
08102,Igualada,0810203,2016,12787,35218,19929,17850,15860,43685
08102,Igualada,0810203,2015,12489,34151,19297,17150,15136,41390
08102,Igualada,0810204,2022,14916,36697,22012,19950,18323,45079
08102,Igualada,0810204,2021,14132,34470,20851,18550,17281,42150
08102,Igualada,0810204,2020,13484,33187,19890,17850,16347,40232
08102,Igualada,0810204,2019,13553,33691,20127,17850,16489,40990
08102,Igualada,0810204,2018,12818,31975,19176,17150,16346,40774
08102,Igualada,0810204,2017,12898,31334,19044,16450,15694,38128
08102,Igualada,0810204,2016,12512,30597,18505,16450,15060,36827
08102,Igualada,0810204,2015,11837,28744,17733,15750,14235,34567
08102,Igualada,0810205,2022,13399,34500,19991,17850,16165,41622
08102,Igualada,0810205,2021,12686,32652,19090,17150,15364,39543
08102,Igualada,0810205,2020,12379,32046,18384,16450,14673,37984
08102,Igualada,0810205,2019,12307,31966,18424,17150,14607,37940
08102,Igualada,0810205,2018,11973,30768,17944,16450,14193,36473
08102,Igualada,0810205,2017,11370,29254,17256,15750,13689,35223
08102,Igualada,0810205,2016,11287,29393,16875,15050,13331,34717
08102,Igualada,0810205,2015,11151,28644,16674,15050,13187,33873
08103,Jorba,0810301,2022,16375,41289,24591,22750,20721,52247
08103,Jorba,0810301,2021,15567,38748,23194,20650,19459,48435
08103,Jorba,0810301,2020,14489,37407,22460,20650,18309,47269
08103,Jorba,0810301,2019,14320,38003,21817,19950,17902,47508
08103,Jorba,0810301,2018,13695,36015,20932,18550,16987,44671
08103,Jorba,0810301,2017,13571,35763,21004,18550,16925,44601
08103,Jorba,0810301,2016,12647,33027,19356,17850,15353,40093
08103,Jorba,0810301,2015,12440,32811,19371,17150,15214,40126
08104,"Llacuna, La",0810401,2022,15198,36459,22090,19250,18621,44670
08104,"Llacuna, La",0810401,2021,14762,35568,21494,17850,18118,43654
08104,"Llacuna, La",0810401,2020,14283,34379,20968,17850,17184,41363
08104,"Llacuna, La",0810401,2019,13559,33161,20155,17150,16344,39972
08104,"Llacuna, La",0810401,2018,13100,32204,19405,17150,15792,38820
08104,"Llacuna, La",0810401,2017,12083,29424,18254,15750,15209,37037
08104,"Llacuna, La",0810401,2016,12872,30957,18950,17150,15270,36725
08104,"Llacuna, La",0810401,2015,12492,29925,18228,15750,14905,35705
08105,"Llagosta, La",0810501,2022,13144,34788,19696,18550,15590,41261
08105,"Llagosta, La",0810501,2021,12514,33181,18793,17850,14777,39182
08105,"Llagosta, La",0810501,2020,11928,31718,17974,17150,14026,37296
08105,"Llagosta, La",0810501,2019,11747,31920,17801,17150,13800,37499
08105,"Llagosta, La",0810501,2018,11254,30547,17111,16450,13192,35808
08105,"Llagosta, La",0810501,2017,10833,29410,16471,15750,12666,34385
08105,"Llagosta, La",0810501,2016,10456,28710,15959,15050,12126,33296
08105,"Llagosta, La",0810501,2015,10196,27828,15598,15050,11799,32203
08106,Llinars del Vallès,0810601,2022,14026,35728,20869,18550,16962,43208
08106,Llinars del Vallès,0810601,2021,13330,33298,19671,17850,15993,39950
08106,Llinars del Vallès,0810601,2020,12517,31525,18492,17150,14881,37479
08106,Llinars del Vallès,0810601,2019,12353,31671,18391,17150,14622,37488
08106,Llinars del Vallès,0810601,2018,11834,30648,17670,16450,14007,36277
08106,Llinars del Vallès,0810601,2017,11286,29254,16781,15750,13283,34430
08106,Llinars del Vallès,0810601,2016,11075,28534,16604,15050,13048,33618
08106,Llinars del Vallès,0810601,2015,10444,27086,15577,14350,12223,31700
08106,Llinars del Vallès,0810602,2022,17186,47761,26543,24150,21815,60624
08106,Llinars del Vallès,0810602,2021,16438,45512,25256,22750,20679,57254
08106,Llinars del Vallès,0810602,2020,15803,44084,24409,22050,19619,54730
08106,Llinars del Vallès,0810602,2019,15292,43074,23651,21350,19026,53593
08106,Llinars del Vallès,0810602,2018,14630,41126,22566,20650,18176,51096
08106,Llinars del Vallès,0810602,2017,14040,39160,21614,19250,17371,48449
08106,Llinars del Vallès,0810602,2016,13646,38300,21090,18550,16718,46923
08106,Llinars del Vallès,0810602,2015,13052,37004,20267,17850,15982,45311
08107,Lliçà d'Amunt,0810701,2022,16125,47194,25143,22750,19935,58346
08107,Lliçà d'Amunt,0810701,2021,15051,44091,23524,22050,18490,54164
08107,Lliçà d'Amunt,0810701,2020,14227,41727,22185,20650,17277,50673
08107,Lliçà d'Amunt,0810701,2019,14208,41801,22207,20650,17287,50860
08107,Lliçà d'Amunt,0810701,2018,13564,39930,21206,19950,16445,48410
08107,Lliçà d'Amunt,0810701,2017,13006,38388,20408,19250,15735,46441
08107,Lliçà d'Amunt,0810701,2016,12742,37686,20078,18550,15338,45365
08107,Lliçà d'Amunt,0810701,2015,12112,35970,19059,17850,14482,43006
08108,Lliçà de Vall,0810801,2022,17593,51141,27193,24150,22032,64044
08108,Lliçà de Vall,0810801,2021,16590,48720,25882,23450,20750,60937
08108,Lliçà de Vall,0810801,2020,16360,47543,25173,22750,20175,58628
08108,Lliçà de Vall,0810801,2019,15602,45511,24206,22050,19187,55969
08108,Lliçà de Vall,0810801,2018,14677,43274,22898,21350,17977,53005
08108,Lliçà de Vall,0810801,2017,14297,42199,22405,20650,17463,51544
08108,Lliçà de Vall,0810801,2016,13861,40721,21673,19950,16869,49557
08108,Lliçà de Vall,0810801,2015,13115,38461,20533,18550,15838,46446
08109,Lluçà,0810901,2022,14059,37230,21444,20650,17060,45177
08109,Lluçà,0810901,2021,13703,35758,20888,19950,16506,43074
08109,Lluçà,0810901,2020,13130,34709,19823,19950,15822,41828
08109,Lluçà,0810901,2019,12579,35534,19574,19950,15108,42677
08109,Lluçà,0810901,2018,12062,34050,18705,18550,14353,40517
08109,Lluçà,0810901,2017,11458,32269,17683,17850,13556,38177
08109,Lluçà,0810901,2016,11165,31786,17306,16450,13164,37478
08109,Lluçà,0810901,2015,10558,29753,16562,16450,12315,34707
08110,Malgrat de Mar,0811001,2022,13239,33820,19747,18550,15715,40145
08110,Malgrat de Mar,0811001,2021,12515,32279,18753,17150,14852,38304
08110,Malgrat de Mar,0811001,2020,11796,30525,17635,16450,13824,35772
08110,Malgrat de Mar,0811001,2019,11961,30995,17923,16450,14023,36338
08110,Malgrat de Mar,0811001,2018,11431,29779,17204,15750,13378,34851
08110,Malgrat de Mar,0811001,2017,10940,28950,16532,15050,12776,33808
08110,Malgrat de Mar,0811001,2016,10498,28033,15925,14350,12197,32572
08110,Malgrat de Mar,0811001,2015,10087,27164,15371,14350,11682,31459
08110,Malgrat de Mar,0811002,2022,14448,34402,21065,18550,17608,41927
08110,Malgrat de Mar,0811002,2021,13350,31857,19450,17150,16057,38317
08110,Malgrat de Mar,0811002,2020,12599,30414,18441,16450,15046,36319
08110,Malgrat de Mar,0811002,2019,12739,31041,19111,17150,15541,37869
08110,Malgrat de Mar,0811002,2018,12458,30444,18349,16450,14849,36286
08110,Malgrat de Mar,0811002,2017,11910,29051,17602,15750,14194,34623
08110,Malgrat de Mar,0811002,2016,11582,28631,17136,15750,13687,33835
08110,Malgrat de Mar,0811002,2015,11284,27988,16719,15050,13294,32973
08111,Malla,0811101,2022,20366,63734,34725,31150,27298,85425
08111,Malla,0811101,2021,20433,64149,33377,29750,26612,83550
08111,Malla,0811101,2020,18822,56259,30673,26950,25048,74868
08111,Malla,0811101,2019,18315,55555,29565,26250,23691,71862
08111,Malla,0811101,2018,20299,60229,33987,25550,26483,78577
08111,Malla,0811101,2017,16073,47171,27118,25200,21365,62702
08111,Malla,0811101,2016,15792,47556,25895,24150,19913,59967
08111,Malla,0811101,2015,15164,45838,24422,22750,18920,57191
08112,Manlleu,0811201,2022,14286,38354,21565,19250,17963,48228
08112,Manlleu,0811201,2021,13932,36856,20966,18550,17239,45603
08112,Manlleu,0811201,2020,13492,36084,20268,17850,16498,44123
08112,Manlleu,0811201,2019,13340,35518,20022,18550,16512,43963
08112,Manlleu,0811201,2018,13423,35822,20433,17850,17225,45968
08112,Manlleu,0811201,2017,12540,33275,18890,17150,15464,41032
08112,Manlleu,0811201,2016,13514,35805,20717,17150,16913,44811
08112,Manlleu,0811201,2015,11778,31222,17729,16450,14303,37913
08112,Manlleu,0811202,2022,12920,36395,19560,18550,15353,43249
08112,Manlleu,0811202,2021,12469,34792,18863,17850,14750,41159
08112,Manlleu,0811202,2020,12708,35379,19251,17150,14894,41463
08112,Manlleu,0811202,2019,12056,33720,18260,17150,14197,39709
08112,Manlleu,0811202,2018,11583,32355,17584,17150,13653,38136
08112,Manlleu,0811202,2017,11369,31531,17191,16450,13408,37185
08112,Manlleu,0811202,2016,11067,30959,16724,15750,12967,36275
08112,Manlleu,0811202,2015,10770,30071,16306,15750,12580,35125
08112,Manlleu,0811203,2022,11901,35785,18496,17150,14047,42237
08112,Manlleu,0811203,2021,11367,34207,17718,16450,13395,40309
08112,Manlleu,0811203,2020,11502,34536,17848,16450,13390,40207
08112,Manlleu,0811203,2019,10736,32645,16751,15750,12550,38159
08112,Manlleu,0811203,2018,10445,31528,16212,15750,12234,36929
08112,Manlleu,0811203,2017,10056,30343,15616,15050,11756,35471
08112,Manlleu,0811203,2016,9671,29278,15054,14350,11275,34135
08112,Manlleu,0811203,2015,9423,28532,14642,13650,10925,33081
08112,Manlleu,0811204,2022,14786,40206,22355,20650,18097,49209
08112,Manlleu,0811204,2021,14369,39250,21822,19250,17702,48353
08112,Manlleu,0811204,2020,13986,38770,21326,19250,16936,46949
08112,Manlleu,0811204,2019,13383,36885,20392,19250,16284,44879
08112,Manlleu,0811204,2018,12912,35655,19664,18550,15604,43090
08112,Manlleu,0811204,2017,12584,34725,19159,17850,15222,42005
08112,Manlleu,0811204,2016,12209,34109,18760,17150,14744,41189
08112,Manlleu,0811204,2015,12162,33565,18558,17150,14600,40293
08113,Manresa,0811301,2022,11149,26318,15846,12250,13488,31839
08113,Manresa,0811301,2021,10933,25616,15602,12250,13217,30968
08113,Manresa,0811301,2020,10402,25069,14910,10850,12389,29859
08113,Manresa,0811301,2019,10191,24810,14544,11550,12159,29602
08113,Manresa,0811301,2018,9685,23590,14120,11550,11445,27878
08113,Manresa,0811301,2017,9115,22335,13205,9450,10742,26321
08113,Manresa,0811301,2016,8680,21071,12620,8750,10279,24953
08113,Manresa,0811301,2015,8179,19628,11889,8750,9605,23048
08113,Manresa,0811302,2022,15681,38485,23008,19950,19660,48252
08113,Manresa,0811302,2021,14991,36914,22114,19250,18854,46427
08113,Manresa,0811302,2020,14709,36642,21644,18550,18089,45062
08113,Manresa,0811302,2019,14678,36546,21651,18550,18071,44994
08113,Manresa,0811302,2018,13999,35194,20693,18550,17115,43028
08113,Manresa,0811302,2017,13664,34162,20201,17850,16708,41771
08113,Manresa,0811302,2016,13421,33361,19757,17850,16351,40644
08113,Manresa,0811302,2015,12967,32145,19116,17150,15774,39103
08113,Manresa,0811303,2022,12155,30046,17651,15750,14532,35921
08113,Manresa,0811303,2021,11742,28708,17132,15050,13940,34083
08113,Manresa,0811303,2020,11227,27786,16390,14350,13239,32766
08113,Manresa,0811303,2019,11100,27859,16265,14350,13124,32939
08113,Manresa,0811303,2018,10926,27301,15939,14350,12895,32223
08113,Manresa,0811303,2017,10560,26095,15471,13650,12445,30751
08113,Manresa,0811303,2016,10246,25253,14929,13650,12057,29716
08113,Manresa,0811303,2015,10039,24731,14620,12950,11785,29030
08113,Manresa,0811304,2022,14913,37331,22269,19950,18866,47227
08113,Manresa,0811304,2021,14585,36435,21724,19250,18248,45585
08113,Manresa,0811304,2020,14219,35866,21036,18550,17379,43837
08113,Manresa,0811304,2019,14162,35875,21085,18550,17337,43918
08113,Manresa,0811304,2018,13550,34572,20224,17850,16504,42108
08113,Manresa,0811304,2017,13199,33639,19704,17150,16062,40936
08113,Manresa,0811304,2016,12877,32665,19165,17150,15621,39626
08113,Manresa,0811304,2015,12523,31570,18645,17150,15166,38233
08113,Manresa,0811305,2022,13181,33771,19496,17850,15708,40246
08113,Manresa,0811305,2021,12672,32574,18821,17150,15066,38727
08113,Manresa,0811305,2020,12161,31714,18095,17150,14316,37334
08113,Manresa,0811305,2019,12036,31506,17980,17150,14208,37192
08113,Manresa,0811305,2018,11721,30818,17547,16450,13777,36225
08113,Manresa,0811305,2017,11297,29369,16864,15750,13269,34497
08113,Manresa,0811305,2016,10962,28584,16365,15750,12842,33487
08113,Manresa,0811305,2015,10683,27752,15895,15050,12457,32359
08113,Manresa,0811306,2022,12517,31709,18528,15750,14867,37662
08113,Manresa,0811306,2021,11909,30374,17769,15750,14037,35800
08113,Manresa,0811306,2020,11586,29967,17287,15050,13572,35103
08113,Manresa,0811306,2019,11576,29766,17295,15050,13584,34928
08113,Manresa,0811306,2018,11429,29142,17106,15400,13391,34145
08113,Manresa,0811306,2017,11038,27490,16412,15050,12923,32183
08113,Manresa,0811306,2016,10554,25892,15726,14350,12335,30262
08113,Manresa,0811306,2015,10085,24829,14909,13650,11713,28835
08114,Martorell,0811401,2022,12177,35441,18530,16450,14708,42809
08114,Martorell,0811401,2021,12054,33666,18095,15750,14532,40589
08114,Martorell,0811401,2020,11366,32364,17185,15050,13612,38761
08114,Martorell,0811401,2019,11483,32677,17467,15750,13737,39093
08114,Martorell,0811401,2018,11276,32124,17039,14350,13536,38561
08114,Martorell,0811401,2017,10773,30092,16270,14350,12877,35969
08114,Martorell,0811401,2016,9985,28699,15261,13650,11870,34118
08114,Martorell,0811401,2015,10058,28040,15194,13650,11938,33283
08114,Martorell,0811402,2022,11702,34909,17887,17150,13981,41707
08114,Martorell,0811402,2021,11367,33672,17368,15750,13541,40114
08114,Martorell,0811402,2020,10837,32489,16576,15050,12823,38442
08114,Martorell,0811402,2019,10734,32621,16425,15750,12745,38733
08114,Martorell,0811402,2018,10594,32359,16444,15050,12545,38321
08114,Martorell,0811402,2017,9937,29320,15246,14350,11859,34988
08114,Martorell,0811402,2016,9782,29089,14895,13650,11497,34189
08114,Martorell,0811402,2015,9656,29077,14798,13650,11377,34257
08114,Martorell,0811403,2022,13212,37513,20025,17850,15914,45184
08114,Martorell,0811403,2021,12615,35954,19175,17150,15110,43064
08114,Martorell,0811403,2020,12116,35033,18455,16450,14422,41699
08114,Martorell,0811403,2019,12100,34922,18534,17150,14426,41635
08114,Martorell,0811403,2018,11692,33309,17851,16450,13882,39548
08114,Martorell,0811403,2017,11437,32527,17479,15750,13547,38530
08114,Martorell,0811403,2016,10870,31380,16622,15050,12804,36964
08114,Martorell,0811403,2015,10711,30614,16320,15050,12608,36037
08114,Martorell,0811404,2022,16711,46817,25472,23450,21021,58891
08114,Martorell,0811404,2021,16287,44669,24743,22750,20321,55731
08114,Martorell,0811404,2020,15269,43572,23485,22050,18837,53755
08114,Martorell,0811404,2019,15253,44137,23623,22050,18825,54470
08114,Martorell,0811404,2018,14403,41858,22573,21350,17846,51862
08114,Martorell,0811404,2017,13869,40253,21586,19950,16972,49260
08114,Martorell,0811404,2016,13331,38753,20828,19250,16255,47253
08114,Martorell,0811404,2015,13061,37758,20402,19250,15875,45892
08115,Martorelles,0811501,2022,15740,41231,23666,22050,19424,50883
08115,Martorelles,0811501,2021,15018,39238,22559,20650,18422,48132
08115,Martorelles,0811501,2020,14465,38104,21759,19950,17552,46235
08115,Martorelles,0811501,2019,14552,37862,21741,19950,17719,46102
08115,Martorelles,0811501,2018,14083,36864,21154,19250,17147,44885
08115,Martorelles,0811501,2017,13523,35376,20366,18550,16492,43142
08115,Martorelles,0811501,2016,13110,34115,19595,17850,15836,41206
08115,Martorelles,0811501,2015,16488,43171,25211,17150,20611,53968
08116,"Masies de Roda, Les",0811601,2022,16699,47303,25737,23450,20823,58984
08116,"Masies de Roda, Les",0811601,2021,15771,44452,24533,22750,19516,55005
08116,"Masies de Roda, Les",0811601,2020,15825,44247,24328,22050,19416,54286
08116,"Masies de Roda, Les",0811601,2019,14955,42265,23615,21350,18349,51856
08116,"Masies de Roda, Les",0811601,2018,15251,42274,23668,19950,19035,52765
08116,"Masies de Roda, Les",0811601,2017,13988,38954,21670,19250,17057,47502
08116,"Masies de Roda, Les",0811601,2016,13947,38585,21398,18550,16832,46565
08116,"Masies de Roda, Les",0811601,2015,13745,38324,21543,19250,16577,46220
08117,"Masies de Voltregà, Les",0811701,2022,15907,43905,24440,23450,19484,53778
08117,"Masies de Voltregà, Les",0811701,2021,15334,41411,23291,22050,18667,50413
08117,"Masies de Voltregà, Les",0811701,2020,15314,41803,23306,21350,18532,50587
08117,"Masies de Voltregà, Les",0811701,2019,14240,38561,21906,20650,17473,47315
08117,"Masies de Voltregà, Les",0811701,2018,13709,37454,20904,19950,16507,45101
08117,"Masies de Voltregà, Les",0811701,2017,13373,36430,20365,18550,16092,43837
08117,"Masies de Voltregà, Les",0811701,2016,12902,35282,19726,18550,15411,42145
08117,"Masies de Voltregà, Les",0811701,2015,12297,33990,19008,17850,14607,40375
08117,"Masies de Voltregà, Les",0811702,2022,15313,40738,23368,22050,18612,49513
08117,"Masies de Voltregà, Les",0811702,2021,14595,38176,22390,22050,17619,46085
08117,"Masies de Voltregà, Les",0811702,2020,13771,36446,21238,19950,16471,43590
08117,"Masies de Voltregà, Les",0811702,2019,13971,36849,21510,20650,16742,44157
08117,"Masies de Voltregà, Les",0811702,2018,13337,34870,20451,19950,15941,41677
08117,"Masies de Voltregà, Les",0811702,2017,12894,34184,19902,18550,15364,40732
08117,"Masies de Voltregà, Les",0811702,2016,12245,32314,19076,18550,14723,38852
08117,"Masies de Voltregà, Les",0811702,2015,11948,31702,18406,17150,14176,37613
08118,"Masnou, El",0811801,2022,18170,47134,27318,24150,23233,60270
08118,"Masnou, El",0811801,2021,16941,44045,25645,22750,21528,55971
08118,"Masnou, El",0811801,2020,16382,42880,24768,21350,20578,53863
08118,"Masnou, El",0811801,2019,16273,42715,24668,21350,20382,53501
08118,"Masnou, El",0811801,2018,15705,41306,23912,20650,19729,51891
08118,"Masnou, El",0811801,2017,14992,39459,23007,19950,19043,50120
08118,"Masnou, El",0811801,2016,14580,38642,22240,19250,18134,48059
08118,"Masnou, El",0811801,2015,14294,37821,21792,18550,17785,47057
08118,"Masnou, El",0811802,2022,18468,46856,28026,24850,24175,61335
08118,"Masnou, El",0811802,2021,17996,45984,27136,23450,23242,59390
08118,"Masnou, El",0811802,2020,17024,44173,25796,22750,21593,56028
08118,"Masnou, El",0811802,2019,16887,44217,25891,22050,21749,56950
08118,"Masnou, El",0811802,2018,16250,42229,24790,21350,20576,53472
08118,"Masnou, El",0811802,2017,15474,40232,23669,20650,19624,51021
08118,"Masnou, El",0811802,2016,14956,39411,22679,19250,18716,49318
08118,"Masnou, El",0811802,2015,14815,38667,22457,19250,18482,48237
08119,Masquefa,0811901,2022,14569,39669,22175,20650,17751,48332
08119,Masquefa,0811901,2021,14096,38477,21527,19950,17007,46424
08119,Masquefa,0811901,2020,13332,36732,20479,19250,15995,44067
08119,Masquefa,0811901,2019,13230,36541,20454,19250,15895,43901
08119,Masquefa,0811901,2018,12715,35329,19665,18550,15205,42249
08119,Masquefa,0811901,2017,12127,33903,18824,17850,14501,40541
08119,Masquefa,0811901,2016,11625,32366,18055,17150,13798,38418
08119,Masquefa,0811901,2015,11218,31192,17484,16450,13281,36926
08120,Matadepera,0812001,2022,24814,79553,40306,33250,35373,113405
08120,Matadepera,0812001,2021,24091,76717,39144,31150,34486,109819
08120,Matadepera,0812001,2020,22806,73201,37161,29750,32222,103422
08120,Matadepera,0812001,2019,19510,62824,38536,29750,33154,106762
08120,Matadepera,0812001,2018,24738,79632,40679,29750,36132,116308
08120,Matadepera,0812001,2017,21552,70071,35045,28350,29538,96038
08120,Matadepera,0812001,2016,20792,68286,34046,26950,28298,92938
08120,Matadepera,0812001,2015,20010,65219,32691,25550,27248,88812
08121,Mataró,0812101,2022,19423,46292,28811,24850,25175,60001
08121,Mataró,0812101,2021,18099,43588,26861,23450,22973,55328
08121,Mataró,0812101,2020,16928,41321,25221,22050,21324,52051
08121,Mataró,0812101,2019,16864,41256,25244,22050,21256,52002
08121,Mataró,0812101,2018,16122,39477,24338,21350,20319,49753
08121,Mataró,0812101,2017,15640,38259,23627,20650,19659,48091
08121,Mataró,0812101,2016,15670,38100,23838,19950,19600,47655
08121,Mataró,0812101,2015,14884,36152,22226,19250,18452,44819
08121,Mataró,0812102,2022,14876,37884,22243,19250,18500,47112
08121,Mataró,0812102,2021,13909,35737,20882,18550,17253,44329
08121,Mataró,0812102,2020,13298,34687,19975,17850,16195,42243
08121,Mataró,0812102,2019,13103,34236,19751,17850,15977,41743
08121,Mataró,0812102,2018,12577,32888,18988,17150,15236,39842
08121,Mataró,0812102,2017,12032,31255,18257,16450,14593,37906
08121,Mataró,0812102,2016,11788,30636,17846,15750,14192,36882
08121,Mataró,0812102,2015,11307,29372,17054,15050,13531,35149
08121,Mataró,0812103,2022,12410,35823,19037,17150,14919,43066
08121,Mataró,0812103,2021,11669,33844,18040,15750,14026,40679
08121,Mataró,0812103,2020,11030,32441,16957,15050,13034,38332
08121,Mataró,0812103,2019,11068,32555,17066,15050,13067,38435
08121,Mataró,0812103,2018,10516,30855,16268,14350,12401,36387
08121,Mataró,0812103,2017,10024,29345,15557,14350,11826,34618
08121,Mataró,0812103,2016,9743,28456,15031,13650,11406,33314
08121,Mataró,0812103,2015,9373,27211,14464,12950,10967,31838
08121,Mataró,0812104,2022,13775,36981,21073,19250,16781,45052
08121,Mataró,0812104,2021,13175,35529,20205,18550,15937,42975
08121,Mataró,0812104,2020,12623,34505,19408,17850,15164,41452
08121,Mataró,0812104,2019,12455,34210,19253,17850,14951,41065
08121,Mataró,0812104,2018,11989,32705,18580,17150,14333,39098
08121,Mataró,0812104,2017,11418,31125,17658,15750,13609,37097
08121,Mataró,0812104,2016,11100,30353,17300,15750,13183,36051
08121,Mataró,0812104,2015,10718,29297,16670,15050,12766,34896
08121,Mataró,0812105,2022,10611,30528,16191,15050,12268,35293
08121,Mataró,0812105,2021,10030,29048,15337,14350,11541,33422
08121,Mataró,0812105,2020,9425,27843,14474,13650,10789,31873
08121,Mataró,0812105,2019,9478,27885,14569,13650,10838,31884
08121,Mataró,0812105,2018,9176,26859,14121,12950,10512,30768
08121,Mataró,0812105,2017,8644,25240,13300,12250,9833,28715
08121,Mataró,0812105,2016,8325,24313,12810,11550,9428,27534
08121,Mataró,0812105,2015,8081,23416,12362,11550,9121,26429
08121,Mataró,0812106,2022,14748,36731,21792,19250,17988,44801
08121,Mataró,0812106,2021,13968,34948,20668,18550,16949,42407
08121,Mataró,0812106,2020,13294,33662,19693,17850,15928,40330
08121,Mataró,0812106,2019,13226,33540,19660,17850,15858,40214
08121,Mataró,0812106,2018,12707,32384,18920,17150,15182,38692
08121,Mataró,0812106,2017,12135,30952,18104,16450,14439,36829
08121,Mataró,0812106,2016,11803,30212,17603,15750,13973,35766
08121,Mataró,0812106,2015,11446,29108,17048,15750,13500,34332
08122,Mediona,0812201,2022,14122,34133,21104,19250,17130,41402
08122,Mediona,0812201,2021,13202,31780,19596,17850,15797,38027
08122,Mediona,0812201,2020,12631,30503,18816,17150,15026,36287
08122,Mediona,0812201,2019,12387,29739,18374,17850,14661,35200
08122,Mediona,0812201,2018,11843,28711,17824,16450,14072,34115
08122,Mediona,0812201,2017,11362,27846,16993,15050,13416,32882
08122,Mediona,0812201,2016,11612,28261,17323,15750,13551,32982
08122,Mediona,0812201,2015,10978,26185,16510,15050,12882,30727
08123,Molins de Rei,0812301,2022,16907,40045,24683,22750,21000,49738
08123,Molins de Rei,0812301,2021,16236,38638,23737,22050,20105,47846
08123,Molins de Rei,0812301,2020,15615,37266,23118,21350,19288,46031
08123,Molins de Rei,0812301,2019,15909,38065,23354,21350,19521,46707
08123,Molins de Rei,0812301,2018,15040,36309,22427,20650,18515,44697
08123,Molins de Rei,0812301,2017,14297,34945,21237,19250,17466,42691
08123,Molins de Rei,0812301,2016,13975,34419,20775,18550,16922,41678
08123,Molins de Rei,0812301,2015,13736,33507,20294,18550,16537,40337
08123,Molins de Rei,0812302,2022,15629,41083,23575,22050,19361,50895
08123,Molins de Rei,0812302,2021,15112,39777,22810,21350,18500,48695
08123,Molins de Rei,0812302,2020,14441,38449,21834,20650,17583,46816
08123,Molins de Rei,0812302,2019,14415,38542,21971,20650,17560,46954
08123,Molins de Rei,0812302,2018,13849,37240,21116,19950,16778,45117
08123,Molins de Rei,0812302,2017,13205,35776,20224,19250,15935,43172
08123,Molins de Rei,0812302,2016,12867,34889,19716,18550,15454,41905
08123,Molins de Rei,0812302,2015,12759,34352,19635,18550,15274,41125
08123,Molins de Rei,0812303,2022,19069,51258,29551,25550,24787,66627
08123,Molins de Rei,0812303,2021,18181,49218,28046,24850,23480,63562
08123,Molins de Rei,0812303,2020,17351,47328,26910,24150,22075,60215
08123,Molins de Rei,0812303,2019,17381,47783,27008,23450,22126,60829
08123,Molins de Rei,0812303,2018,16244,44852,25498,22750,20693,57134
08123,Molins de Rei,0812303,2017,16169,44480,25325,22050,20699,56941
08123,Molins de Rei,0812303,2016,15497,42782,24331,21350,19733,54475
08123,Molins de Rei,0812303,2015,15599,42714,24390,20650,19680,53887
08123,Molins de Rei,0812304,2022,15387,39326,22838,21350,19245,49186
08123,Molins de Rei,0812304,2021,13969,36012,20857,19250,16983,43781
08123,Molins de Rei,0812304,2020,13433,34209,20063,18550,16225,41318
08123,Molins de Rei,0812304,2019,13745,35514,20731,19250,16559,42785
08123,Molins de Rei,0812304,2018,12203,32139,18439,17850,14572,38378
08123,Molins de Rei,0812304,2017,11889,30817,17885,16450,14135,36639
08123,Molins de Rei,0812304,2016,11239,29313,16953,16450,13295,34675
08123,Molins de Rei,0812304,2015,10966,29077,16689,15750,12915,34245
08124,Mollet del Vallès,0812401,2022,14006,35875,20738,19250,16880,43238
08124,Mollet del Vallès,0812401,2021,13480,35029,20089,18550,16166,42009
08124,Mollet del Vallès,0812401,2020,12972,33964,19321,17850,15474,40516
08124,Mollet del Vallès,0812401,2019,12904,33995,19308,17850,15403,40579
08124,Mollet del Vallès,0812401,2018,12278,32520,18442,17150,14617,38715
08124,Mollet del Vallès,0812401,2017,11858,31285,17764,16450,14070,37120
08124,Mollet del Vallès,0812401,2016,11500,30426,17282,15750,13586,35947
08124,Mollet del Vallès,0812401,2015,11136,29825,16800,15750,13128,35161
08124,Mollet del Vallès,0812402,2022,15484,39469,23095,21350,19039,48530
08124,Mollet del Vallès,0812402,2021,14702,38221,22047,20650,17890,46508
08124,Mollet del Vallès,0812402,2020,14131,37234,21282,19950,17099,45055
08124,Mollet del Vallès,0812402,2019,13937,37119,21130,19950,16847,44869
08124,Mollet del Vallès,0812402,2018,13415,35550,20350,19250,16215,42970
08124,Mollet del Vallès,0812402,2017,12945,34398,19692,18550,15612,41487
08124,Mollet del Vallès,0812402,2016,12641,33726,19222,17850,15154,40430
08124,Mollet del Vallès,0812402,2015,12113,32742,18443,17150,14539,39298
08124,Mollet del Vallès,0812403,2022,14012,37180,21005,19950,16974,45040
08124,Mollet del Vallès,0812403,2021,13380,36133,20156,18550,16142,43593
08124,Mollet del Vallès,0812403,2020,12717,34536,19167,17850,15222,41339
08124,Mollet del Vallès,0812403,2019,12616,34578,19200,17850,15085,41345
08124,Mollet del Vallès,0812403,2018,12142,33016,18451,17150,14512,39459
